mouseid_session_phase_cue_date,Condition,#rewards,#entrances,RERatio,PTimeCenter,PTimeAnnulus,MeanSpeed,SESpeed,MeanTargSpeed,SETargSpeed,Speed2TargetR,SESpeed2TargetR,MeanX,SEX,MeanY,SEY,MeanScatX,SEScatX,MeanScatY,SEScatY,MeanAccScatX,SESAcccatX,MeanAccScatY,SESAcccatY,MeanPauseX,SEPauseX,MeanPauseY,SEPauseY,MeanScatPauseX,SEScatPauseX,MeanScatPauseY,SEScatPauseY,MeanAccPauseX,SESAccPauseX,MeanSAccPauseY,SESAccPauseY,MeanPauseAngle,SEPauseAngle,%TimeQuadNE,%TimeQuadNW,%TimeQuadSW,%TimeQuadSE,%TimeT1,%TimeT2,%TimeT3,%TimeT4,%GoalTime,%TimeG1NE,%TimeG2NW,%TimeG3SW,%TimeG4SE,FractalDimension
m57s12p12c_030625,,32,134,0.24,0.011465,0.60911,10.1223,0.035967,9.0435,0.43646,16.0036,0.40674,73.2699,1.6634,75.7925,1.4917,8.2671,0.74975,8.2671,0.74975,32,32,32,32,199.3142,0.53585,62.9076,0.7308,32,32,32,32,32,32,32,32,139.6701,0.47841,0.24712,0.37282,0.18761,0.19245,0.22049,0.34537,0.25171,0.18927,0.07094,0.0075756,0.044694,0.010928,0.01028,#N/A
m57s13p13c_031225,,23,94,0.24,0.0060384,0.72303,8.5486,0.037198,10.2144,0.51742,17.8699,0.79886,73.0921,1.7101,177.2374,2.0655,7.3683,0.67581,7.3683,0.67581,23,23,23,23,196.1844,0.46299,66.2254,0.59762,23,23,23,23,23,23,23,23,138.8966,0.40823,0.26713,0.24029,0.33426,0.15831,0.17736,0.35094,0.30755,0.17736,0.046473,0.017022,0.020505,0.01667,0.0059272,#N/A
m57s13p13u_031225,,19,46,0.41,0.0085771,0.68009,7.5704,0.035667,18.8831,0.93336,15.9736,0.77078,79.3449,2.1357,180.7316,1.8712,7.7433,1.1091,7.7433,1.1091,19,19,19,19,184.1716,0.64934,69.0792,0.76659,19,19,19,19,19,19,19,19,135.8241,0.63667,0.24114,0.30576,0.26572,0.18738,0.21547,0.16298,0.21547,0.42541,0.033623,0.011856,0.024953,0.012653,0.0043534,#N/A
m57s15p14u_031925,,16,47,0.34,0.0099655,0.64789,6.9238,0.033754,13.7941,0.83762,16.9102,0.72123,180.6579,1.6589,178.683,1.7909,5.0338,1.0309,5.0338,1.0309,16,16,16,16,190.7027,0.39571,71.388,0.49577,16,16,16,16,16,16,16,16,140.0748,0.3492,0.36482,0.1831,0.14574,0.30634,0.38132,0.1323,0.25681,0.25681,0.031082,0.015356,0.0038158,0.014504,0.022654,#N/A
m57s1p1c_011025,,43,44,0.98,0.39441,0.6671,4.6729,0.023053,13.3721,0.89189,8.439,0.31298,161.6859,6.3317,85.7524,5.9259,35.6514,3.135,35.6514,3.135,43,43,43,43,178.7586,0.48075,68.1257,0.45139,43,43,43,43,43,43,43,43,131.0033,0.35035,0.28226,0.20386,0.30089,0.21299,0.0010811,0.32649,0.41946,0.25676,0.31656,0.35804,0.30712,0.38402,0.34453,#N/A
m57s2p2c_011325,,35,41,0.85,0.097798,0.57412,4.3103,0.023928,10.3157,0.82736,9.5315,0.53101,178.3427,4.7676,79.8484,3.6993,25.6808,1.8255,25.6808,1.8255,35,35,35,35,183.3793,0.66024,74.3636,0.67254,35,35,35,35,35,35,35,35,137.4416,0.51295,0.20549,0.22336,0.2891,0.28206,0.23002,0.23002,0.31566,0.23002,0.14021,0.1333,0.14603,0.12256,0.10339,#N/A
m57s3p3c_011425,,24,30,0.8,0.014484,0.64238,4.8791,0.025623,9.1733,0.75835,13.5202,0.66139,176.1919,2.7753,77.5779,3.2759,11.6502,1.3421,11.6502,1.3421,24,24,24,24,184.7174,0.58079,61.7886,0.44274,24,24,24,24,24,24,24,24,129.677,0.38445,0.27992,0.18952,0.20537,0.32519,0.25303,0.16984,0.33622,0.25303,0.051472,0.053214,0.029172,0.035044,0.013373,#N/A
m57s4p4c_011525,,18,25,0.72,0.02045,0.65298,6.4637,0.031312,11.1198,1.7149,14.4626,0.9704,181.7766,3.594,75.4799,3.023,13.8828,1.2567,13.8828,1.2567,18,18,18,18,183.3712,0.5884,58.4125,0.58729,18,18,18,18,18,18,18,18,129.086,0.47591,0.26529,0.28015,0.19407,0.26049,0.28308,0.28308,0.11692,0.33846,0.023654,0.010669,0.035213,0.018023,0.040288,#N/A
m57s5p5c_011625,,32,46,0.7,0.025284,0.67164,5.7578,0.029739,10.1597,0.67883,13.9866,0.61989,182.2031,2.1963,71.9823,1.8747,10.5949,1.0967,10.5949,1.0967,32,32,32,32,189.6666,0.52066,72.7629,0.44081,32,32,32,32,32,32,32,32,137.0694,0.39082,0.32336,0.18877,0.231,0.25686,0.47024,0.22049,0.12683,0.18927,0.081688,0.076242,0.021561,0.015282,0.023265,#N/A
m57s6p6c_011725,,29,60,0.48,0.025098,0.65923,7.2231,0.031459,12.8783,0.70521,17.2542,0.61536,179.1813,2.2852,77.4822,2.0314,10.8768,0.99856,10.8768,0.99856,29,29,29,29,191.8018,0.51966,61.9485,0.56515,29,29,29,29,29,29,29,29,133.7195,0.34061,0.36324,0.19963,0.22234,0.21478,0.31235,0.17458,0.24347,0.27791,0.061124,0.05277,0.019171,0.019967,0.032062,#N/A
m57s7p7c_012725,,16,109,0.15,0.015299,0.609,10.7942,0.034773,11.7866,0.59877,18.4544,0.90838,182.7298,1.6531,84.0302,2.0464,5.3043,0.9257,5.3043,0.9257,16,16,16,16,192.0053,0.52674,55.7098,0.58561,16,16,16,16,16,16,16,16,132.5539,0.30318,0.35486,0.19659,0.19624,0.25231,0.25681,0.0077821,0.19455,0.56809,0.05062,0.03158,0.018189,0.0093351,0.013225,#N/A
m57s7p7u_012725,,10,59,0.17,0.018561,0.61259,8.9271,0.034841,16.9506,0.9047,16.8559,0.83375,176.4237,3.3514,75.7572,2.0882,8.5805,1.7468,8.5805,1.7468,10,10,10,10,187.5599,0.7443,59.6269,0.93358,10,10,10,10,10,10,10,10,131.9336,0.68168,0.30337,0.20789,0.20197,0.28677,0.21782,0.51485,0.11881,0.21782,0.026971,0.023859,0.010614,0.010818,0.018413,#N/A
m57s8p8c_020325,,20,82,0.24,0.013818,0.57091,8.9593,0.034168,9.4402,0.57121,19.6016,0.46059,72.7741,1.585,78.6765,1.9057,5.7977,0.8621,5.7977,0.8621,20,20,20,20,203.9279,0.41086,84.8641,1.1162,20,20,20,20,20,20,20,20,152.7685,0.63537,0.27687,0.26752,0.16674,0.28887,0.054863,0.35411,0.40399,0.20449,0.063198,0.013818,0.047176,0.016929,0.018948,#N/A
m57s8p8u_020325,,11,54,0.2,0.013022,0.48365,7.7244,0.032207,14.156,0.7955,24.0501,0.84614,73.981,1.9555,77.9633,3.1349,5.1096,1.1015,5.1096,1.1015,11,11,11,11,180.2677,0.59545,70.9866,0.53616,11,11,11,11,11,11,11,11,132.6838,0.42039,0.30402,0.25695,0.2099,0.22913,0.10656,0.55738,0.19672,0.19672,0.037379,0.031582,0.031211,0.029674,0.016226,#N/A
m57s9p9c_020725,,25,150,0.17,0.017447,0.54842,12.0424,0.040326,13.2494,0.58084,21.1783,0.77912,76.1698,1.8091,177.0342,1.5356,8.1267,0.72186,8.1267,0.72186,25,25,25,25,207.2461,0.80461,72.1027,0.60455,25,25,25,25,25,25,25,25,143.9039,0.58495,0.21268,0.20753,0.35875,0.22105,0.32268,0.28275,0.24281,0.16294,0.063805,0.008427,0.013983,0.045784,0.010279,#N/A
m57s9p9u_020725,,20,85,0.24,0.022097,0.54845,10.03,0.037523,15.205,0.60154,17.1208,0.59268,77.0486,2.0016,181.5858,2.1682,8.0273,0.78406,8.0273,0.78406,20,20,20,20,193.4603,0.52551,71.3066,1.1801,20,20,20,20,20,20,20,20,144.7368,0.69437,0.2539,0.19883,0.29733,0.24994,0.10474,0.20449,0.25436,0.45387,0.052713,0.012169,0.017318,0.037155,0.013447,#N/A
m58s10p7c_021925,,8,43,0.19,0.0020747,0.80441,7.2434,0.034528,8.7092,1.1404,20.7588,1.2864,179.1805,3.0434,75.2503,2.987,7.192,1.3686,7.192,1.3686,8,8,8,8,193.6975,0.47613,58.2896,0.56316,8,8,8,8,8,8,8,8,133.7128,0.32505,0.26292,0.22393,0.24805,0.26509,0.4,0.15385,0.27692,0.27692,0.029601,0.026341,0.0032046,0.0021487,0.0051125,#N/A
m58s11p7c_022425,,19,33,0.58,0.0037598,0.73946,5.7651,0.030307,7.1968,0.86708,15.544,0.68977,178.4779,1.6861,77.9678,2.3574,6.0122,0.91369,6.0122,0.91369,19,19,19,19,184.861,0.30866,52.4638,0.40218,19,19,19,19,19,19,19,19,128.4433,0.25897,0.33033,0.30932,0.22957,0.13078,0.37293,0.16298,0.21547,0.26796,0.034394,0.024355,0.013317,0.004371,0.002204,#N/A
m58s11p7u_022425,,5,26,0.19,0.013317,0.62112,5.6032,0.03066,18.0265,1.8262,6.2765,0.48383,175.0257,3.7672,77.7929,4.2164,5.8785,2.3564,5.8785,2.3564,5,5,5,5,178.1817,0.48469,48.7054,0.37209,5,5,5,5,5,5,5,5,122.4211,0.31229,0.24849,0.40326,0.2318,0.11645,0.26923,0.46154,0.26923,0.26923,0.018929,0.020133,0.020337,0.027913,0.0055936,#N/A
m58s12p8c_030625,,12,38,0.32,0.0046118,0.8083,5.7851,0.029729,8.9988,1.1261,10.1777,0.98769,76.2659,2.6054,79.8803,3.2067,7.3112,1.3888,7.3112,1.3888,12,12,12,12,182.4229,0.50837,52.0797,0.39047,12,12,12,12,12,12,12,12,123.7825,0.27611,0.26019,0.35198,0.24539,0.14245,0.17931,0.17931,0.34483,0.34483,0.027245,0.0034635,0.022133,0.0030931,0.0013335,#N/A
m58s13p8c_031425,,19,46,0.41,0.0064086,0.75299,5.571,0.028793,7.5248,0.91352,14.4289,1.0011,73.6597,2.2077,75.5643,2.3472,7.8816,1.1929,7.8816,1.1929,19,19,19,19,175.7415,0.59642,50.0027,0.54521,19,19,19,19,19,19,19,19,123.1878,0.45191,0.2185,0.42812,0.20828,0.1451,0.1105,0.37293,0.32044,0.21547,0.043767,0.010391,0.035118,0.0039081,0.0090387,#N/A
m58s13p8u_031425,,3,19,0.16,0.011039,0.77145,5.1382,0.027145,15.8626,1.7219,6.8314,0.85656,86.4521,1.2213,69.0754,1.463,1.5419,0.5504,1.5419,0.5504,3,3,3,3,187.0773,0.497,57.6243,0.43849,3,3,3,3,3,3,3,3,129.8591,0.34551,0.36765,0.27673,0.17712,0.17851,1.1,0.2,0.2,0.2,0.0075567,0.0050378,0.0068158,0.010205,0.0032227,#N/A
m58s14p9c_031925,,13,41,0.32,0.0036306,0.84887,5.9942,0.029264,8.8695,0.88884,17.3469,0.93341,75.8629,1.5423,179.5342,2.4248,4.5227,0.82102,4.5227,0.82102,13,13,13,13,195.3409,0.48477,54.5849,0.5363,13,13,13,13,13,13,13,13,133.7838,0.40257,0.29125,0.2382,0.24548,0.22508,0.31765,0.16471,0.16471,0.39412,0.033713,0.0032231,0.0049458,0.011188,0.0017227,#N/A
m58s14p9u_031925,,6,19,0.32,0.0084278,0.83002,5.7407,0.028541,15.387,1.979,13.1617,0.66864,79.4729,2.8977,183.1393,3.8973,5.7893,1.3012,5.7893,1.3012,6,6,6,6,193.3579,0.31559,53.753,0.49285,6,6,6,6,6,6,6,6,132.6315,0.31939,0.28336,0.22553,0.27877,0.21234,0.054054,0.21622,0.37838,0.54054,0.016967,0.011114,0.0034267,0.0082611,0.0034082,#N/A
m58s15p10c_032025,,15,22,0.68,0.0084468,0.87172,5.5074,0.027951,6.5315,0.72494,11.6571,1.019,177.4984,1.76,180.2544,2.3101,5.5171,0.96097,5.5171,0.96097,15,15,15,15,198.4282,0.34471,45.2317,0.30208,15,15,15,15,15,15,15,15,130.6859,0.23348,0.269,0.21882,0.24512,0.26706,0.14159,0.27434,0.27434,0.34071,0.025526,0.0025563,0.0014448,0.0043716,0.015078,#N/A
m58s15p10u_032025,,7,19,0.37,0.0037417,0.85024,4.7375,0.026249,14.2009,1.6538,13.2327,1.0705,176.1463,3.4854,181.4755,2.4861,6.8701,2.0692,6.8701,2.0692,7,7,7,7,184.3473,0.50627,43.6397,0.2675,7,7,7,7,7,7,7,7,123.424,0.30438,0.28574,0.23141,0.2115,0.27135,0.18,0.18,0.46,0.32,0.015356,0.0042048,0.005131,0.0022043,0.0049642,#N/A
m58s16p11c_032425,,12,28,0.43,0.0010002,0.90011,4.2581,0.025183,7.6072,1.2616,9.2408,0.40754,179.3583,2.8919,78.835,2.3876,8.1736,1.5133,8.1736,1.5133,12,12,12,12,190.3908,0.29719,46.4031,0.28484,12,12,12,12,12,12,12,12,127.9553,0.21917,0.33667,0.34584,0.21906,0.098426,0.26207,0.17931,0.26207,0.34483,0.01804,0.011854,0.0027783,0.0040748,0.00053714,#N/A
m58s16p11_032225,,11,18,0.61,0.0020558,0.88943,4.1446,0.024365,7.3635,1.0172,21.6986,0.71208,181.0694,1.807,76.4912,2.5946,4.4314,1.1408,4.4314,1.1408,11,11,11,11,191.5933,0.43227,56.5745,0.48206,11,11,11,11,11,11,11,11,132.3976,0.3481,0.322,0.29687,0.21179,0.16934,0.28689,0.19672,0.016393,0.55738,0.025188,0.021188,0.0025744,0.0016298,0.00055563,#N/A
m58s17p11c_032625,,8,35,0.23,0.0039637,0.825,5.077,0.028762,8.1376,1.0464,10.5743,0.6005,183.934,1.3465,76.0227,3.292,3.1983,0.5931,3.1983,0.5931,8,8,8,8,183.7505,0.40731,49.1914,0.37204,8,8,8,8,8,8,8,8,126.0274,0.28649,0.36553,0.41769,0.13367,0.083108,0.76923,0.030769,0.030769,0.27692,0.023504,0.012428,0.0070754,0.00213,0.0011484,#N/A
m58s18p11c_033125,,8,20,0.4,0.0030192,0.85915,6.5253,0.03386,10.3605,1.2657,17.1134,1.3048,179.4615,2.5523,75.3046,3.2357,5.1734,1.6404,5.1734,1.6404,8,8,8,8,188.6764,0.69154,44.1616,0.45576,8,8,8,8,8,8,8,8,125.7055,0.43944,0.22016,0.45959,0.1804,0.13985,0.52308,0.15385,0.15385,0.27692,0.014615,0.011688,0.0097801,0.0052605,0.0017412,#N/A
m58s19p11c_040225,,15,30,0.5,0.0062791,0.79548,4.8173,0.026479,7.2939,0.64297,17.7095,1.1417,175.5679,2.1225,76.8758,2.1573,6.8887,1.0561,6.8887,1.0561,15,15,15,15,194.6825,0.49629,57.498,0.77274,15,15,15,15,15,15,15,15,136.0831,0.42178,0.23625,0.49297,0.17635,0.094427,0.27434,0.40708,0.14159,0.20796,0.03108,0.023949,0.012447,0.0034451,0.0027228,#N/A
m58s19p11u_040225,,7,21,0.33,0.0017411,0.83389,4.5378,0.025247,16.2615,1.7645,20.4649,1.1052,173.6005,2.7841,77.5535,2.9599,5.0519,1.8702,5.0519,1.8702,7,7,7,7,179.1045,0.40824,44.3008,0.32494,7,7,7,7,7,7,7,7,121.8008,0.27428,0.28371,0.47059,0.17574,0.06996,0.18,0.46,0.32,0.18,0.013855,0.017819,0.011039,0.0027969,0,#N/A
m58s1p1c_011025,,59,63,0.94,0.29554,0.75019,6.9214,0.031279,14.8429,1.0147,10.8582,0.30576,191.8267,6.1906,85.5017,5.3812,45.1659,1.7754,45.1659,1.7754,59,59,59,59,192.3692,0.40322,72.3129,0.50684,59,59,59,59,59,59,59,59,139.5852,0.38299,0.29902,0.17085,0.22765,0.30248,0.00057438,0.33946,0.13613,0.52585,0.35292,0.36866,0.23275,0.27214,0.40606,#N/A
m58s20p12c_040525,,12,32,0.38,0.0047787,0.79563,6.8548,0.035276,7.9462,1.3398,15.4774,1.1021,70.7787,1.6678,76.226,2.8453,4.7239,0.86778,4.7239,0.86778,12,12,12,12,193.097,0.43852,56.3188,0.67977,12,12,12,12,12,12,12,12,133.5663,0.46002,0.19129,0.36648,0.27372,0.16851,0.17931,0.34483,0.51034,0.013793,0.024931,0.0058529,0.011391,0.0048157,0.0026116,#N/A
m58s21p12c_040625,,11,31,0.35,0.0025561,0.78319,6.2699,0.031176,9.6839,1.5359,12.5991,0.84052,78.4699,1.4827,75.3734,3.5772,3.7221,0.9016,3.7221,0.9016,11,11,11,11,188.2639,0.45174,48.0531,0.32575,11,11,11,11,11,11,11,11,127.1624,0.30013,0.25796,0.37725,0.23557,0.12921,0.46721,0.19672,0.10656,0.28689,0.020282,0.0081685,0.017041,0.0097429,0.0067052,#N/A
m58s22p12c_040725,,14,28,0.5,0.0048527,0.83318,5.5042,0.030859,11.3556,1.3371,26.0367,1.9528,69.9164,1.6812,76.782,1.9719,4.4305,1.1474,4.4305,1.1474,14,14,14,14,178.9547,0.46952,42.8176,0.18782,14,14,14,14,14,14,14,14,120.5632,0.27491,0.26599,0.45917,0.16901,0.10583,0.010152,0.43655,0.50761,0.081218,0.033209,0.0067789,0.013224,0.00087052,0.0013521,#N/A
m58s22p12u_040725,,5,30,0.17,0.0028339,0.74653,4.8564,0.029354,14.2407,2.0835,NaN,NaN,75.0274,4.2125,70.8328,3.1214,7.1468,2.2308,7.1468,2.2308,5,5,5,5,180.5708,0.38824,54.9622,0.30305,5,5,5,5,5,5,5,5,126.0589,0.28019,0.32047,0.41615,0.14416,0.11923,0.26923,0.65385,0.076923,0.26923,0.017781,0.029394,0.012428,0.004612,0.0017781,#N/A
m58s23p13c_040925,,8,22,0.36,0.0022968,0.86382,5.4671,0.032948,12.1531,2.1977,10.8197,0.82872,72.3066,2.6063,179.981,2.9519,5.9009,1.3485,5.9009,1.3485,8,8,8,8,181.1845,0.44442,42.6857,0.25917,8,8,8,8,8,8,8,8,121.826,0.28079,0.24596,0.47109,0.20332,0.079629,0.030769,0.4,0.4,0.27692,0.013707,0.0038157,0.0072979,0.00163,0.00094465,#N/A
m58s24p13c_041025,,13,34,0.38,0.0039267,0.75914,6.1671,0.033773,8.8901,1.3097,12.4655,1.2979,78.8036,2.3645,181.3037,3.0809,7.2397,1.1059,7.2397,1.1059,13,13,13,13,186.2836,0.47833,47.5469,0.5294,13,13,13,13,13,13,13,13,127.0308,0.33202,0.16822,0.35796,0.32392,0.1499,0.24118,0.16471,0.31765,0.31765,0.021115,0.0036859,0.012577,0.0092056,0.0036674,#N/A
m58s25p13c_041325,,5,15,0.33,0.001667,0.8536,5.1856,0.030508,12.4668,2.111,14.5156,0.54038,80.8389,5.3787,174.7564,2.383,10.1184,1.826,10.1184,1.826,5,5,5,5,180.3386,0.44634,47.2321,0.26448,5,5,5,5,5,5,5,5,122.575,0.28846,0.30143,0.45829,0.15912,0.081163,0.46154,0.46154,0.076923,0.26923,0.012465,0.0065012,0.0036488,0.0032969,0.00048157,#N/A
m58s26p13c_041425,,13,22,0.59,0.0017225,0.79089,5.1911,0.030675,10.4978,1.9625,20.6239,1.2897,77.0349,1.9449,179.5918,2.053,5.6219,1.0719,5.6219,1.0719,13,13,13,13,183.3247,0.499,58.5063,0.50746,13,13,13,13,13,13,13,13,129.0249,0.42232,0.21125,0.44129,0.25645,0.091013,0.24118,0.16471,0.31765,0.31765,0.026541,0.0085013,0.0077048,0.0090013,0.0015558,#N/A
m58s27p13c_041525,,11,19,0.58,0.001241,0.77682,5.2521,0.031052,10.1846,1.6826,18.439,0.55608,77.7616,2.8534,183.0694,2.4704,8.632,0.83112,8.632,0.83112,11,11,11,11,198.1803,0.49491,61.2854,0.28409,11,11,11,11,11,11,11,11,135.5178,0.30537,0.27236,0.37535,0.25054,0.10175,0.19672,0.10656,0.46721,0.28689,0.026358,0.023987,0.0090207,0.00602,0.0016671,#N/A
m58s28p13c_041625,,8,24,0.33,0.00016669,0.83855,4.613,0.027458,10.6872,1.4129,18.4013,0.88908,73.1044,3.3517,187.2106,2.4798,7.4321,1.8284,7.4321,1.8284,8,8,8,8,186.2232,0.3207,47.575,0.32559,8,8,8,8,8,8,8,8,126.3436,0.25883,0.26819,0.41866,0.2155,0.097646,0.030769,0.15385,0.52308,0.4,0.025801,0.0046674,0.0060751,0.0040933,0.00044452,#N/A
m58s28p13c_041725,,8,13,0.62,0.001315,0.85124,5.0357,0.028869,7.3359,0.88242,13.6104,0.80004,72.1979,3.3664,175.4606,3.1505,7.3318,1.9114,7.3318,1.9114,8,8,8,8,181.427,0.51602,44.301,0.30332,8,8,8,8,8,8,8,8,122.2179,0.33017,0.20942,0.43697,0.20962,0.14398,0.15385,0.64615,0.15385,0.15385,0.011039,0.0028523,0.012539,0.0028523,0.00053712,#N/A
m58s2p2c_011325,,42,53,0.79,0.051978,0.78194,5.8892,0.029215,13.2591,1.1908,13.3516,0.78892,179.8767,3.9736,67.3233,3.313,22.7652,1.7745,22.7652,1.7745,42,42,42,42,182.9806,0.65547,63.4177,0.65057,42,42,42,42,42,42,42,42,130.6828,0.54786,0.29414,0.19448,0.24446,0.26691,0.28669,0.38187,0.16771,0.16771,0.1501,0.13421,0.068835,0.046551,0.029027,#N/A
m58s30p13c_041825,,9,21,0.43,0.0032226,0.86341,5.2921,0.029873,11.1005,1.57,17.8692,0.8496,75.7093,2.3104,182.9503,2.156,5.3617,1.3208,5.3617,1.3208,9,9,9,9,188.5387,0.59526,53.4537,0.53012,9,9,9,9,9,9,9,9,129.3943,0.44142,0.20138,0.32663,0.30935,0.16263,0.13415,0.13415,0.68293,0.13415,0.023503,0.010668,0.0018151,0.0063527,0.00096309,#N/A
m58s31p14c_041925,,5,15,0.33,0.00090759,0.83886,4.3715,0.025779,10.3912,1.0697,23.4908,2.0187,184.512,2.2663,184.7305,2.9479,3.7664,1.2608,3.7664,1.2608,5,5,5,5,173.3809,0.60243,45.4498,0.3561,5,5,5,5,5,5,5,5,118.6862,0.4069,0.16018,0.47741,0.24683,0.11558,0.26923,0.076923,0.26923,0.65385,0.0095575,0.0019448,0.012651,0.00087055,0.0024264,#N/A
m58s3p3c_011525,,29,32,0.91,0.01293,0.82414,5.928,0.030917,12.7802,1.0477,14.6799,0.74596,182.0167,1.8538,73.8224,2.3932,8.3452,0.97437,8.3452,0.97437,29,29,29,29,191.6319,0.33701,56.1169,0.39236,29,29,29,29,29,29,29,29,132.3552,0.20535,0.28697,0.16962,0.31818,0.22523,0.41568,0.20903,0.14014,0.24347,0.064462,0.061332,0.0097434,0.015875,0.0031305,#N/A
m58s4p4C_011625,,29,31,0.94,0.0055195,0.82654,4.6666,0.02621,11.1644,0.98001,11.4764,0.65968,178.3393,2.2058,75.0506,1.9434,10.4104,0.99755,10.4104,0.99755,29,29,29,29,180.9816,0.47995,60.3104,0.35862,29,29,29,29,29,29,29,29,127.0205,0.29087,0.26377,0.23982,0.32825,0.16816,0.31235,0.24347,0.24347,0.20903,0.062419,0.051213,0.0077237,0.010132,0.0030191,#N/A
m58s5p5c_011725,,18,24,0.75,0.009669,0.84613,5.6581,0.028922,10.971,0.84929,19.617,1.4867,178.0812,2.2034,75.7121,2.842,7.6379,1.1931,7.6379,1.1931,18,18,18,18,188.9955,0.65681,59.6627,0.5652,18,18,18,18,18,18,18,18,129.2457,0.38365,0.25982,0.23837,0.29776,0.20405,0.28308,0.22769,0.28308,0.22769,0.027284,0.021839,0.0085761,0.015893,0.0047789,#N/A
m58s6p6c_012225,,25,36,0.69,0.039049,0.65938,6.2564,0.030397,12.2952,1.1996,15.78,0.64628,179.7387,2.2678,77.9242,2.2273,9.9752,0.99853,9.9752,0.99853,25,25,25,25,194.2012,0.63273,79.079,0.73998,25,25,25,25,25,25,25,25,145.6182,0.44597,0.26306,0.329,0.22095,0.18698,0.28275,0.24281,0.24281,0.24281,0.042235,0.032954,0.034899,0.020061,0.016783,#N/A
m58s7p7c_012925,,12,25,0.48,0.0049082,0.8001,6.4936,0.032049,8.3717,0.84528,13.1977,0.65107,174.9792,2.3472,82.9732,2.4734,6.7957,1.1451,6.7957,1.1451,12,12,12,12,198.8563,0.50792,55.5355,0.49356,12,12,12,12,12,12,12,12,134.8111,0.3407,0.24087,0.35962,0.23169,0.16782,0.096552,0.17931,0.42759,0.34483,0.024763,0.020522,0.0048156,0.008557,0.0078532,#N/A
m58s8p7c_020525,,12,34,0.35,0.0059644,0.75968,6.0516,0.031005,6.0843,0.75506,14.6345,0.63517,179.7533,2.206,76.2895,3.3116,6.1034,1.2165,6.1034,1.2165,12,12,12,12,190.5702,0.49119,52.1602,0.42312,12,12,12,12,12,12,12,12,129.9405,0.35183,0.28851,0.27653,0.26262,0.17234,0.34483,0.26207,0.013793,0.42759,0.024802,0.013948,0.015763,0.0033712,0.0010002,#N/A
m58s9p7c_021025,,7,33,0.21,0.003723,0.80363,6.1147,0.032617,8.0633,1.2606,24.3819,0.11781,181.2264,3.059,81.5014,4.7625,6.3168,1.6452,6.3168,1.6452,7,7,7,7,192.1266,0.37108,55.0378,0.37423,7,7,7,7,7,7,7,7,131.7985,0.24049,0.28684,0.31143,0.23366,0.16807,0.32,0.18,0.18,0.46,0.029821,0.013262,0.0094093,0.0010558,0.0015559,#N/A
m59s10p10c_022625,,46,148,0.31,0.013243,0.59205,12.1896,0.038756,10.7603,0.49494,20.73,0.78368,178.2444,1.3683,184.862,1.1715,7.5472,0.77877,7.5472,0.77877,46,46,46,46,202.9698,0.74578,64.2861,0.99138,46,46,46,46,46,46,46,46,140.7026,0.4497,0.22227,0.18724,0.20775,0.38274,0.10959,0.08786,0.50071,0.30515,0.10791,0.011725,0.0091685,0.012095,0.036748,#N/A
m59s10p10u_022625,,28,64,0.44,0.013244,0.54918,9.6123,0.036394,12.9601,0.86791,16.4219,0.48489,176.771,1.6334,177.6519,1.2379,6.9998,0.92373,6.9998,0.92373,28,28,28,28,197.5819,0.7245,66.4099,0.73509,28,28,28,28,28,28,28,28,138.0221,0.55456,0.25373,0.27231,0.20553,0.26842,0.10955,0.43057,0.14522,0.32357,0.069759,0.019209,0.018468,0.021357,0.033231,#N/A
m59s11p11c030625,,29,87,0.33,0.0078536,0.71297,10.1526,0.0399,10.6571,0.62246,22.3692,0.73589,178.0194,1.7139,81.1573,1.8259,7.7635,0.88592,7.7635,0.88592,29,29,29,29,190.6906,0.76169,61.6312,0.53553,29,29,29,29,29,29,29,29,132.9825,0.49567,0.34234,0.2673,0.22203,0.16833,0.20903,0.17458,0.24347,0.38124,0.053549,0.042213,0.0051122,0.0087427,0.0034267,#N/A
m59s11p11u030625,,31,55,0.56,0.0090202,0.63484,7.8081,0.039258,12.6971,0.99321,16.3913,0.89836,175.6868,0.93736,82.0554,1.5671,4.2185,0.53428,4.2185,0.53428,31,31,31,31,184.3052,0.49547,73.9102,0.55943,31,31,31,31,31,31,31,31,137.4986,0.36445,0.30094,0.31356,0.20787,0.17763,0.19543,0.1632,0.38877,0.25988,0.063012,0.054547,0.013095,0.0031117,0.0080385,#N/A
m59s12p12c_031425,,38,138,0.28,0.018336,0.57676,11.3053,0.042401,10.6107,0.54977,20.0506,0.57509,75.9524,1.6773,76.4869,1.3679,9.1586,0.73906,9.1586,0.73906,38,38,38,38,168.4958,0.51731,67.1325,0.74926,38,38,38,38,38,38,38,38,125.5184,0.5133,0.27281,0.40535,0.17249,0.14935,0.23806,0.21176,0.26436,0.29066,0.075936,0.026781,0.072454,0.0075565,0.011576,#N/A
m59s12p12u_031425,,27,53,0.51,0.017317,0.60861,7.6511,0.037916,13.58,1.3981,19.9156,1.0764,77.8499,1.4316,80.9341,1.76,5.7032,0.89357,5.7032,0.89357,27,27,27,27,161.991,0.52274,65.0372,0.69868,27,27,27,27,27,27,27,27,119.6265,0.47661,0.25932,0.43618,0.15908,0.14543,0.076712,0.15068,0.26164,0.52055,0.04973,0.013891,0.052674,0.016873,0.010872,#N/A
