mouseid_session_phase_cue_date,Condition,#rewards,#entrances,RERatio,PTimeCenter,PTimeAnnulus,MeanSpeed,SESpeed,MeanTargSpeed,SETargSpeed,Speed2TargetR,SESpeed2TargetR,MeanX,SEX,MeanY,SEY,MeanScatX,SEScatX,MeanScatY,SEScatY,MeanAccScatX,SESAcccatX,MeanAccScatY,SESAcccatY,MeanPauseX,SEPauseX,MeanPauseY,SEPauseY,MeanScatPauseX,SEScatPauseX,MeanScatPauseY,SEScatPauseY,MeanAccPauseX,SESAccPauseX,MeanSAccPauseY,SESAccPauseY,MeanPauseAngle,SEPauseAngle,%TimeQuadNE,%TimeQuadNW,%TimeQuadSW,%TimeQuadSE,%TimeT1,%TimeT2,%TimeT3,%TimeT4,%GoalTime,%TimeG1NE,%TimeG2NW,%TimeG3SW,%TimeG4SE,FractalDimension
m42s3p2c_080724,,18,20,0.9,0.019022,0.8895,4.8481,0.025333,6.3417,0.9357,14.5628,0.7129,197.3828,5.5913,61.7763,5.2139,19.2496,3.0767,19.2496,3.0767,18,18,18,18,216.8604,0.35064,43.7385,0.88096,18,18,18,18,18,18,18,18,137.465,0.43064,0.24892,0.33817,0.21034,0.20257,0.67077,0.11692,0.11692,0.11692,0.018392,0.012521,0.045601,0.035414,0.01228,#N/A
m42s3p3c_080724,,22,25,0.88,0.011021,0.68118,5.0353,0.024758,11.0172,0.84775,15.8096,0.42463,179.2663,3.608,75.3749,2.8003,14.7348,1.6366,14.7348,1.6366,22,22,22,22,165.2511,0.63317,64.8182,0.7482,22,22,22,22,22,22,22,22,121.8483,0.51472,0.17907,0.34322,0.3021,0.17561,0.32165,0.32165,0.14021,0.23093,0.029061,0.038137,0.026802,0.016429,0.035915,#N/A
m42s4p3c_080824,,35,41,0.85,0.046058,0.57244,5.2747,0.026051,11.5167,0.69398,18.609,0.7789,182.8115,2.1377,70.311,2.0081,11.1376,0.95992,11.1376,0.95992,35,35,35,35,198.4559,0.63347,75.3151,0.59764,35,35,35,35,35,35,35,35,143.6005,0.45118,0.23674,0.24531,0.24659,0.27137,0.4584,0.23002,0.14437,0.17292,0.047595,0.040039,0.04065,0.046336,0.059744,#N/A
m42s5p4c_080924,,24,39,0.62,0.021334,0.56765,6.2695,0.027463,11.4867,1.0062,16.4246,0.79173,183.1808,2.1148,73.6263,2.6823,8.7924,1.0542,8.7924,1.0542,24,24,24,24,205.6595,0.45633,88.2184,1.4438,24,24,24,24,24,24,24,24,155.9856,0.72083,0.21232,0.34225,0.26362,0.1818,0.33622,0.25303,0.086655,0.33622,0.020279,0.013815,0.053928,0.02876,0.015334,#N/A
m42s6p5c_081324,,23,56,0.41,0.03119,0.58305,8.1384,0.034803,13.0418,1.0433,16.7172,0.83236,180.4623,2.4242,70.5777,2.7794,9.674,1.274,9.674,1.274,23,23,23,23,183.9664,0.90969,49.5085,0.41585,23,23,23,23,23,23,23,23,124.1439,0.52147,0.26324,0.29973,0.25263,0.1844,0.43774,0.22075,0.17736,0.17736,0.03206,0.030023,0.032764,0.01954,0.019633,#N/A
m42s7p6c_081424,,21,54,0.39,0.025948,0.62364,7.8827,0.032077,11.849,1.1102,15.1749,1.0934,179.0131,2.7112,81.7317,2.5693,11.2459,1.0136,11.2459,1.0136,21,21,21,21,181.4626,0.82761,57.8188,0.74175,21,21,21,21,21,21,21,21,127.2046,0.61348,0.26737,0.27537,0.23912,0.21814,0.24208,0.19457,0.24208,0.3371,0.030597,0.031467,0.030448,0.031689,0.018095,#N/A
m42s8p7c_081524,,4,35,0.11,0.0070935,0.64629,7.1014,0.030665,9.0711,1.0422,19.0704,1.1323,175.7916,4.8499,81.3591,4.7115,6.2955,3.211,6.2955,3.211,4,4,4,4,184.3803,0.7628,61.7496,0.60172,4,4,4,4,4,4,4,4,130.0776,0.5149,0.3225,0.37586,0.17708,0.12455,0.35294,0.35294,0.58824,0.11765,0.018262,0.015947,0.011965,0.009316,0.01215,#N/A
m42s9p7c_081624,,1,22,0.05,0.014058,0.55796,7.1746,0.031069,11.1095,1.656,NaN,NaN,189.5784,0,74.629,0,57.4747,0,57.4747,0,1,1,1,1,171.7309,0.97322,55.8587,0.81026,1,1,1,1,1,1,1,1,120.1707,0.61766,0.20415,0.28864,0.31515,0.19207,1.5,0,0,0,0.0067233,0.0075753,0.013632,0.036988,0.0088163,#N/A
m43s10p8c_082724,,16,55,0.29,0.032855,0.6766,6.9289,0.03664,6.3042,0.73154,13.2064,1.4704,81.2966,2.4686,76.5047,2.7866,7.7426,1.4482,7.7426,1.4482,16,16,16,16,183.8193,0.66609,68.5415,0.49367,16,16,16,16,16,16,16,16,130.6441,0.44401,0.25639,0.3261,0.19972,0.21778,0.19455,0.19455,0.070039,0.56809,0.034188,0.021613,0.030836,0.0042967,0.009112,#N/A
m43s10p8u_082724,,5,21,0.24,0.008964,0.76477,5.5992,0.033375,18.8335,2.2256,13.2559,1.2115,78.8041,4.384,80.8939,4.8329,7.5524,2.2271,7.5524,2.2271,5,5,5,5,186.0097,0.45857,59.5787,0.32245,5,5,5,5,5,5,5,5,128.8439,0.25132,0.44053,0.15957,0.1427,0.2572,0.26923,0.26923,0.26923,0.46154,0.0089825,0.022669,0.0059821,0.0050006,0.0026855,#N/A
m43s11p9c_082824,,19,59,0.32,0.010094,0.71475,7.1539,0.035244,8.1546,0.69539,16.5659,1.2018,75.6787,1.8401,178.8203,2.3852,6.7546,0.92271,6.7546,0.92271,19,19,19,19,186.7727,0.71709,65.4224,0.5677,19,19,19,19,19,19,19,19,132.1121,0.50115,0.25482,0.21941,0.30933,0.21643,0.26796,0.21547,0.21547,0.32044,0.048561,0.011446,0.0057414,0.01439,0.0095196,#N/A
m43s11p9u_082824,,6,20,0.3,0.010076,0.71444,6.1079,0.035319,17.3608,1.8907,NaN,NaN,75.9433,3.6146,177.0928,2.2894,6.3516,2.2353,6.3516,2.2353,6,6,6,6,205.8962,0.4052,68.8165,0.44308,6,6,6,6,6,6,6,6,143.0995,0.29535,0.40408,0.19298,0.17031,0.23262,0.054054,0.7027,0.054054,0.37838,0.018967,0.0095205,0.011817,0.01141,0.0035748,#N/A
m43s12p10c_090424,,15,65,0.23,0.017723,0.63794,9.0837,0.036947,8.3482,0.73016,18.7184,1.0109,179.2155,2.3719,179.4708,2.7378,7.6227,1.2147,7.6227,1.2147,15,15,15,15,192.8298,0.98228,82.8596,1.2335,15,15,15,15,15,15,15,15,147.731,0.86315,0.18669,0.23708,0.27662,0.29962,0.34071,0.14159,0.27434,0.27434,0.034001,0.007315,0.0074261,0.013074,0.013463,#N/A
m43s12p10u_090424,,10,36,0.28,0.012277,0.67129,5.8663,0.035413,15.1908,2.1964,18.2424,1.3789,178.7927,3.3741,181.9267,3.1621,8.4559,1.8547,8.4559,1.8547,10,10,10,10,195.7074,0.6976,78.2378,0.78929,10,10,10,10,10,10,10,10,145.2307,0.60919,0.36654,0.14131,0.14168,0.35047,0.21782,0.11881,0.31683,0.41584,0.023147,0.010203,0.0064442,0.0105,0.018388,#N/A
m43s13p11c_091024,,19,64,0.3,0.007853,0.69718,7.6527,0.036942,6.773,0.67259,15.5466,0.86729,181.6543,2.1009,80.1362,2.0686,7.3957,1.1726,7.3957,1.1726,19,19,19,19,183.3017,0.65789,78.6714,0.76094,19,19,19,19,19,19,19,19,140.17,0.57133,0.31119,0.22492,0.20446,0.25943,0.26796,0.16298,0.1105,0.4779,0.033412,0.027263,0.0064454,0.0070381,0.0089458,#N/A
m43s13p11u_091024,,13,32,0.41,0.012187,0.72489,7.137,0.041428,24.3522,2.9361,17.7503,1.9404,181.1974,2.2884,80.2895,1.7876,6.6602,1.2411,6.6602,1.2411,13,13,13,13,191.1951,0.34252,66.623,0.56234,13,13,13,13,13,13,13,13,137.7588,0.30556,0.24779,0.21679,0.18854,0.34688,0.31765,0.16471,0.088235,0.47059,0.030115,0.019225,0.0047969,0.003945,0.015724,#N/A
m43s14p12c_091724,,16,75,0.21,0.009724,0.66764,11.7163,0.040088,11.9259,0.82235,20.8352,0.95507,77.8941,2.3886,76.6943,2.2412,7.6508,1.3428,7.6508,1.3428,16,16,16,16,189.3635,1.0605,68.6774,0.74348,16,16,16,16,16,16,16,16,134.8254,0.73349,0.20865,0.32964,0.22071,0.24101,0.31907,0.25681,0.19455,0.25681,0.038081,0.013984,0.029857,0.0096129,0.0063716,#N/A
m43s14p12u_091724,,15,47,0.32,0.028523,0.67591,6.8247,0.034259,15.3255,1.0636,18.7883,0.71549,74.8886,2.0011,77.4172,1.9129,6.619,0.93551,6.619,0.93551,15,15,15,15,193.699,0.59876,64.4601,0.62044,15,15,15,15,15,15,15,15,137.1292,0.36779,0.25038,0.32111,0.19524,0.23328,0.14159,0.14159,0.34071,0.40708,0.038377,0.0080199,0.03358,0.022522,0.0099276,#N/A
m43s15p13c_091824,,24,81,0.3,0.0077979,0.59799,10.2119,0.039159,9.7076,0.60486,15.9198,0.56946,75.9411,2.0665,176.4996,1.8012,8.4683,1.0735,8.4683,1.0735,24,24,24,24,191.2278,0.57994,74.4,0.73014,24,24,24,24,24,24,24,24,141.142,0.52648,0.26872,0.24014,0.28511,0.20602,0.29463,0.33622,0.21144,0.16984,0.052733,0.01767,0.019226,0.029506,0.015318,#N/A
m43s15p13u_091824,,13,62,0.21,0.0070756,0.62947,8.5594,0.041742,17.4259,1.1213,18.5454,0.87171,74.3877,2.7137,179.5416,2.632,7.873,1.4828,7.873,1.4828,13,13,13,13,178.9483,0.95879,61.7547,0.5228,13,13,13,13,13,13,13,13,126.0578,0.61618,0.25219,0.24307,0.232,0.27275,0.31765,0.088235,0.54706,0.088235,0.034285,0.018986,0.014281,0.0178,0.018004,#N/A
m43s16p14c_091924,,26,101,0.26,0.0094093,0.62461,9.7347,0.041366,10.1631,0.70536,16.2701,0.72792,177.0471,1.9303,178.6879,1.9809,8.5369,0.9006,8.5369,0.9006,26,26,26,26,180.6453,0.69661,62.5331,0.60545,26,26,26,26,26,26,26,26,128.9702,0.53414,0.27261,0.19739,0.16326,0.36674,0.11817,0.3486,0.19498,0.3486,0.051029,0.028098,0.016263,0.01278,0.043972,#N/A
m43s16p14u_091924,,14,67,0.21,0.010465,0.75075,9.8244,0.045317,20.9112,1.3988,26.2835,2.5583,176.3629,2.3387,172.815,2.2632,7.7015,0.95226,7.7015,0.95226,14,14,14,14,192.9163,0.8641,66.8119,0.76263,14,14,14,14,14,14,14,14,136.3651,0.51991,0.24414,0.1963,0.15386,0.4057,0.36548,0.43655,0.081218,0.15228,0.033006,0.0099278,0.0034636,0.0091128,0.022412,#N/A
m43s1p1c_080524,,48,54,0.89,0.15057,0.8781,6.1877,0.029961,15.21,1.2289,10.3387,0.44209,194.2384,6.0147,84.6869,6.5102,37.4547,2.5157,37.4547,2.5157,48,48,48,48,214.2773,0.38813,37.2714,0.33541,48,48,48,48,48,48,48,48,133.8728,0.17541,0.25188,0.2065,0.17491,0.36672,0.00086768,0.31323,0.25076,0.43818,0.26545,0.25593,0.24317,0.23315,0.41587,#N/A
m43s2p2c_080624,,14,15,0.93,0.0082981,0.86262,4.2649,0.02335,5.5871,1.0195,NaN,NaN,198.9361,6.5684,69.789,6.8651,20.3964,3.3382,20.3964,3.3382,14,14,14,14,213.0128,0.57656,55.884,1.2837,14,14,14,14,14,14,14,14,141.6194,0.6235,0.21857,0.2706,0.25515,0.25569,0.43655,0.15228,0.081218,0.36548,0.016078,0.011447,0.026302,0.030507,0.011317,#N/A
m43s4p4c_080824,,9,15,0.6,0.013338,0.84689,6.1991,0.028761,4.5146,0.7393,12.6391,0.89658,191.4022,5.3715,84.3934,4.0785,11.7105,3.4221,11.7105,3.4221,9,9,9,9,197.2742,0.58553,35.4926,0.52416,9,9,9,9,9,9,9,9,127.208,0.38253,0.2296,0.28569,0.2627,0.222,0.35366,0.02439,0.13415,0.57317,0.0080954,0.0038903,0.0095774,0.021508,0.016747,#N/A
m43s5p4c_080924,,12,25,0.48,0.010112,0.79861,6.09,0.029887,5.1907,0.82182,17.5193,1.1806,178.1808,4.5318,76.2975,4.7748,13.2845,2.12,13.2845,2.12,12,12,12,12,197.3886,0.61665,65.2737,0.87873,12,12,12,12,12,12,12,12,140.0341,0.43525,0.30668,0.17191,0.31929,0.20212,0.34483,0.26207,0.096552,0.34483,0.020928,0.012946,0.011446,0.0328,0.0043709,#N/A
m43s6p5c_081324,,16,36,0.44,0.017873,0.78578,7.5718,0.033552,6.0322,0.52748,17.9132,0.91693,179.1499,2.7109,82.2598,3.6047,9.2001,1.3063,9.2001,1.3063,16,16,16,16,200.8038,0.73121,53.9477,0.55699,16,16,16,16,16,16,16,16,134.2301,0.25718,0.30221,0.27226,0.17549,0.25004,0.19455,0.1323,0.38132,0.31907,0.028782,0.024152,0.012613,0.011039,0.021707,#N/A
m43s7p6c_081424,,17,36,0.47,0.016151,0.74639,6.3598,0.032776,5.8181,0.51011,18.9254,0.78159,183.1942,2.9089,81.381,3.2165,9.3628,1.7271,9.3628,1.7271,17,17,17,17,195.1485,0.55973,51.8314,0.5475,17,17,17,17,17,17,17,17,131.6527,0.40775,0.27034,0.25539,0.25198,0.22229,0.41724,0.0068966,0.24138,0.35862,0.024837,0.014891,0.010594,0.016484,0.0098904,#N/A
m43s8p7c_081524,,8,41,0.2,0.0093342,0.73262,7.5374,0.03832,8.1779,0.74965,21.5594,1.6202,183.2314,3.0789,81.2986,3.1519,6.9944,1.5781,6.9944,1.5781,8,8,8,8,188.5116,0.71417,70.1587,0.76482,8,8,8,8,8,8,8,8,137.2799,0.58061,0.33027,0.20519,0.19894,0.2656,0.4,0.15385,0.15385,0.4,0.030169,0.016779,0.0036485,0.010945,0.0056302,#N/A
m43s9p7c_081624,,13,50,0.26,0.0049821,0.72095,6.2286,0.036675,4.4,0.70633,15.5407,1.2144,179.3166,2.7365,73.2954,2.5293,7.8486,1.5346,7.8486,1.5346,13,13,13,13,180.4901,0.43494,61.7622,0.46968,13,13,13,13,13,13,13,13,129.44,0.33034,0.3839,0.13798,0.2321,0.24601,0.62353,0.24118,0.088235,0.088235,0.036468,0.029633,0.010816,0.022318,0.0033523,#N/A
m43s9p7u_081624,,14,29,0.48,0.031303,0.83002,5.6555,0.036448,13.8411,1.4735,24.1733,2.2626,182.1898,1.722,80.986,2.1306,5.0087,1.0177,5.0087,1.0177,14,14,14,14,189.1742,0.49829,58.5742,0.87194,14,14,14,14,14,14,14,14,134.0317,0.41497,0.34848,0.10408,0.15727,0.39017,0.29442,0.010152,0.22335,0.50761,0.033766,0.020115,0.00053715,0.0020375,0.0045194,#N/A
m44s10p8c_082724,,15,82,0.18,0.024467,0.64994,8.1072,0.034856,10.7327,0.63283,15.0866,0.36868,75.8684,2.6719,76.3332,2.6638,8.6685,1.3311,8.6685,1.3311,15,15,15,15,180.47,1.5893,79.3211,0.75736,15,15,15,15,15,15,15,15,131.8468,1.0727,0.25153,0.40513,0.23708,0.10626,0.20796,0.40708,0.20796,0.20796,0.05062,0.01428,0.039563,0.0063345,0.0089276,#N/A
m44s10p8u_082724,,10,56,0.18,0.010094,0.66357,7.1455,0.033342,14.278,0.94636,8.2624,0.19706,70.846,2.5771,77.6418,2.6656,6.331,1.4791,6.331,1.4791,10,10,10,10,183.8893,0.59722,55.5441,0.60007,10,10,10,10,10,10,10,10,128.7793,0.45747,0.25992,0.38979,0.21558,0.1347,0.11881,0.41584,0.41584,0.11881,0.031745,0.014465,0.024133,0.0085752,0.0052599,#N/A
m44s11p9c_082824,,25,90,0.28,0.021986,0.59622,9.3488,0.038728,10.4769,0.47174,18.9162,0.57788,78.244,1.6514,181.1612,1.6561,6.8529,0.87765,6.8529,0.87765,25,25,25,25,172.2285,1.0015,81.7096,0.82659,25,25,25,25,25,25,25,25,131.256,0.97306,0.1985,0.24466,0.35603,0.20081,0.24281,0.123,0.36262,0.28275,0.058937,0.018726,0.016836,0.027524,0.014947,#N/A
m44s11p9u_082824,,10,75,0.13,0.0090756,0.60884,10.9106,0.040072,18.0548,0.77219,20.1557,1.0787,79.93,3.2799,180.8887,2.1337,9.4473,0.91697,9.4473,0.91697,10,10,10,10,183.4494,0.72288,58.4781,0.64975,10,10,10,10,10,10,10,10,129.5941,0.52968,0.29275,0.26078,0.25308,0.19338,0.31683,0.11881,0.31683,0.31683,0.026227,0.025486,0.0233,0.018633,0.0071308,#N/A
m44s12p10c_090424,,25,81,0.31,0.0057592,0.68732,7.6504,0.034971,10.1802,0.58481,16.0683,0.7184,176.7397,1.8961,175.9482,1.5704,8.2536,0.86985,8.2536,0.86985,25,25,25,25,185.2774,1.1007,73.7452,0.92364,25,25,25,25,25,25,25,25,133.3203,0.77857,0.16481,0.23444,0.3009,0.29985,0.24281,0.36262,0.24281,0.16294,0.047684,0.01287,0.0082591,0.010629,0.018574,#N/A
m44s12p10u_090424,,13,56,0.23,0.0095369,0.63425,9.0484,0.03877,14.092,0.92231,19.4276,0.6749,180.1548,2.125,175.4413,2.5562,5.9281,1.2598,5.9281,1.2598,13,13,13,13,187.454,0.97991,79.0352,1.2827,13,13,13,13,13,13,13,13,142.9087,0.79217,0.1859,0.28285,0.27631,0.25494,0.31765,0.24118,0.088235,0.39412,0.032777,0.013222,0.0077591,0.009648,0.028277,#N/A
m44s13p11c_091024,,25,146,0.17,0.0080748,0.54683,12.1381,0.043886,11.1812,0.4654,21.5895,0.57608,177.3683,2.0645,76.7762,1.7645,8.9395,0.96556,8.9395,0.96556,25,25,25,25,168.0333,0.86801,66.919,0.62022,25,25,25,25,25,25,25,25,121.5692,0.6716,0.34464,0.2275,0.25288,0.17498,0.32268,0.32268,0.16294,0.20288,0.073062,0.062561,0.011131,0.016464,0.012279,#N/A
m44s13p11u_091024,,18,67,0.27,0.0065933,0.61748,8.128,0.03922,16.2603,1.0414,20.9689,0.86777,176.8738,1.3959,77.5421,1.6517,4.4447,0.88682,4.4447,0.88682,18,18,18,18,193.4186,0.34347,65.7963,0.62626,18,18,18,18,18,18,18,18,139.1992,0.38812,0.34482,0.27983,0.20247,0.17289,0.44923,0.17231,0.28308,0.11692,0.041616,0.04069,0.011946,0.02041,0.0088158,#N/A
m44s14p12c_091824,,37,177,0.21,0.0059083,0.58701,14.5884,0.053218,14.9124,0.53747,26.2235,0.63447,76.1326,1.0782,74.9693,1.336,5.4098,0.59132,5.4098,0.59132,37,37,37,37,197.1248,0.84055,67.779,0.90029,37,37,37,37,37,37,37,37,139.5491,0.64509,0.19773,0.39272,0.23307,0.17647,0.32555,0.32555,0.10949,0.24453,0.10357,0.0088532,0.06901,0.0058157,0.0060194,#N/A
m44s14p12u_091824,,31,78,0.4,0.011392,0.60336,11.3959,0.048852,15.9803,0.76188,20.9712,0.60431,74.253,1.1396,76.6266,1.2918,4.9039,0.705,4.9039,0.705,31,31,31,31,197.9736,1.4289,81.6176,0.86292,31,31,31,31,31,31,31,31,142.2346,0.96236,0.18199,0.36995,0.22589,0.22217,0.22765,0.2921,0.35655,0.13098,0.06322,0.010262,0.051421,0.0084652,0.017208,#N/A
m44s15p13c_092424,,32,129,0.25,0.010743,0.64461,11.0519,0.043575,13.2486,0.50683,22.0807,0.53532,77.3857,1.4027,179.9907,1.5681,6.5368,0.76759,6.5368,0.76759,32,32,32,32,195.9417,0.67893,64.9096,1.1088,32,32,32,32,32,32,32,32,140.325,0.65849,0.19412,0.26923,0.31979,0.21685,0.28293,0.15805,0.25171,0.31415,0.071234,0.0076124,0.012132,0.023559,0.0050194,#N/A
m44s15p13u_092424,,25,65,0.38,0.015318,0.65396,10.1039,0.039967,13.8648,0.79456,17.935,0.64442,76.0859,1.5474,179.0936,1.9502,6.2887,0.86416,6.2887,0.86416,25,25,25,25,191.3308,1.0179,68.9067,0.90246,25,25,25,25,25,25,25,25,136.7866,0.79301,0.18589,0.27825,0.33772,0.19814,0.32268,0.20288,0.32268,0.16294,0.041176,0.0088353,0.008613,0.021931,0.0058346,#N/A
m44s16p14c_092524,,33,168,0.2,0.022857,0.55127,13.835,0.048653,15.7209,0.51746,23.2028,0.78201,180.0715,1.4126,179.8805,1.2712,6.7825,0.74692,6.7825,0.74692,33,33,33,33,164.4167,0.60645,67.6534,0.84458,33,33,33,33,33,33,33,33,122.0062,0.44252,0.19188,0.2558,0.24939,0.30294,0.33486,0.03211,0.39541,0.24404,0.079629,0.022746,0.020412,0.0091131,0.02821,#N/A
m44s16p14u_092524,,26,78,0.33,0.0089092,0.66073,12.1585,0.046292,14.8435,0.90163,23.0475,0.83577,177.693,1.6793,178.761,1.761,7.0398,0.9152,7.0398,0.9152,26,26,26,26,195.7609,0.5013,64.2918,0.74061,26,26,26,26,26,26,26,26,138.3312,0.47961,0.24561,0.24779,0.22416,0.28245,0.23338,0.23338,0.3486,0.19498,0.056104,0.010613,0.013725,0.0067236,0.019597,#N/A
m44s1p1c_080524,,63,64,0.98,0.3013,0.75448,6.9437,0.027883,14.3024,0.81482,9.0969,0.27206,186.6187,5.8888,83.6822,5.9806,43.5736,2.0136,43.5736,2.0136,63,63,63,63,199.1263,1.2706,53.3221,0.74163,63,63,63,63,63,63,63,63,132.5013,0.43024,0.23183,0.25983,0.25024,0.25809,0.00050378,0.30202,0.25441,0.44484,0.24946,0.27693,0.34453,0.35774,0.35176,#N/A
m44s2p2c_080624,,29,34,0.85,0.09083,0.5627,4.294,0.021801,12.6859,1.1069,9.7429,0.41011,181.5784,4.1941,68.042,4.2307,19.9273,1.8462,19.9273,1.8462,29,29,29,29,168.7938,0.73016,60.5057,0.71749,29,29,29,29,29,29,29,29,123.4539,0.60354,0.19377,0.4214,0.2227,0.16212,0.31235,0.34679,0.1057,0.24347,0.091052,0.11039,0.25751,0.096572,0.059158,#N/A
m44s3p3c_080724,,27,31,0.87,0.022393,0.59447,4.7812,0.025014,12.3243,1.0373,13.2752,0.56643,170.4458,1.9757,79.9645,2.1986,8.5631,1.0406,8.5631,1.0406,27,27,27,27,148.7116,0.50784,55.1157,0.74389,27,27,27,27,27,27,27,27,108.7782,0.53079,0.1549,0.4269,0.27862,0.13958,0.18767,0.18767,0.52055,0.1137,0.043415,0.04736,0.034802,0.035173,0.0088163,#N/A
m44s4p4c_080824,,21,21,1,0.024874,0.74017,4.3468,0.025017,11.8225,0.77554,13.9387,0.54618,175.9562,2.7898,79.5164,2.8014,11.4136,1.1267,11.4136,1.1267,21,21,21,21,204.7906,0.77129,57.4049,1.1105,21,21,21,21,21,21,21,21,138.8551,0.66653,0.11705,0.34264,0.3969,0.14341,0.19457,0.19457,0.3371,0.28959,0.016317,0.016891,0.030189,0.017928,0.022336,#N/A
m44s5p5c_080924,,40,61,0.66,0.013822,0.70457,7.4267,0.036336,11.7382,0.68156,16.1956,0.62279,177.9044,1.9193,78.7843,1.7179,10.8276,0.82321,10.8276,0.82321,40,40,40,40,181.4564,0.59723,73.4217,0.49782,40,40,40,40,40,40,40,40,134.3912,0.41035,0.294,0.19484,0.22019,0.29097,0.12617,0.22611,0.30106,0.35103,0.068813,0.063125,0.014452,0.011914,0.015304,#N/A
m44s6p6c_081324,,27,38,0.71,0.014798,0.66352,4.5246,0.025138,8.862,0.69013,13.6633,0.52746,174.3734,2.164,80.816,2.3845,9.6431,1.052,9.6431,1.052,27,27,27,27,184.4591,0.68827,69.873,0.79923,27,27,27,27,27,27,27,27,135.953,0.36529,0.22722,0.30019,0.30745,0.16514,0.18767,0.22466,0.40959,0.18767,0.052841,0.04997,0.021262,0.056175,0.021336,#N/A
m44s7p7c_081424,,15,61,0.25,0.011539,0.66585,6.1951,0.029842,8.5471,0.67019,13.8844,0.63009,178.9525,2.3693,83.2764,2.0305,7.9214,1.0638,7.9214,1.0638,15,15,15,15,181.4913,0.51956,71.3692,0.5142,15,15,15,15,15,15,15,15,133.9437,0.39316,0.31946,0.26669,0.26601,0.14784,0.14159,0.075221,0.34071,0.47345,0.042489,0.042026,0.0079087,0.010409,0.0035561,#N/A
m44s8p7c_081524,,13,49,0.27,0.0051119,0.66434,4.6876,0.027213,6.9284,0.53043,17.5763,1.0388,178.7991,2.4672,80.6169,2.9439,7.6608,1.0937,7.6608,1.0937,13,13,13,13,175.5992,0.72925,66.3128,0.75919,13,13,13,13,13,13,13,13,127.0195,0.56404,0.34774,0.29875,0.16399,0.18953,0.24118,0.16471,0.24118,0.39412,0.032468,0.024522,0.0031486,0.0015002,0.0054823,#N/A
m44s9p7c_081624,,16,33,0.48,0.0031856,0.64188,4.0606,0.024249,6.543,0.88147,13.3024,0.6366,176.1297,2.4253,74.1083,2.5721,7.8756,1.3217,7.8756,1.3217,16,16,16,16,188.6938,0.47087,56.3469,0.63244,16,16,16,16,16,16,16,16,131.4103,0.2993,0.25255,0.30578,0.30708,0.13459,0.31907,0.44358,0.1323,0.1323,0.039375,0.031615,0.011946,0.032282,0.0028707,#N/A
m44s9p7u_081624,,17,30,0.57,0.0058898,0.74548,3.8138,0.025069,11.1285,1.3941,20.4642,0.76441,181.8195,1.7049,81.8695,2.1562,5.408,1.0386,5.408,1.0386,17,17,17,17,187.5289,0.43613,51.2862,0.4543,17,17,17,17,17,17,17,17,129.1567,0.32249,0.44807,0.33222,0.14573,0.073992,0.47586,0.0068966,0.18276,0.35862,0.066917,0.022281,0.035579,0.0058342,0.0037783,#N/A
m45s10p8c_082724,,18,104,0.17,0.0059821,0.59497,8.9696,0.034684,7.7466,0.5356,17.2285,0.83641,81.1981,2.1103,79.9484,2.3905,6.6774,1.3531,6.6774,1.3531,18,18,18,18,192.8154,0.60991,71.9964,0.7941,18,18,18,18,18,18,18,18,140.6393,0.60095,0.22934,0.372,0.22817,0.17048,0.39385,0.0061538,0.22769,0.39385,0.03556,0.017057,0.033078,0.018298,0.014428,#N/A
m45s10p8u_082724,,17,45,0.38,0.015929,0.57645,6.831,0.032147,12.8575,0.94576,17.1575,0.98531,74.4259,1.5825,72.4811,2.0244,4.787,1.0354,4.787,1.0354,17,17,17,17,182.7608,0.53248,59.0811,0.5428,17,17,17,17,17,17,17,17,129.7506,0.40075,0.27425,0.31,0.24839,0.16736,0.18276,0.5931,0.12414,0.12414,0.03595,0.016077,0.030764,0.015632,0.0058158,#N/A
m45s11p9c_082924,,27,118,0.23,0.012076,0.64414,10.4908,0.035373,7.5038,0.40696,16.8839,0.54955,76.0248,1.9442,177.0737,1.862,8.6389,0.95364,8.6389,0.95364,27,27,27,27,202.7572,0.62467,57.0812,0.64795,27,27,27,27,27,27,27,27,136.9055,0.47721,0.1712,0.20568,0.39455,0.22858,0.18767,0.3726,0.18767,0.26164,0.054676,0.0083347,0.01052,0.018188,0.012632,#N/A
m45s11p9u_082924,,24,66,0.36,0.01191,0.67825,8.3883,0.036824,12.8488,0.86248,17.6253,0.68084,77.8757,1.5239,177.818,1.5638,5.5182,0.99911,5.5182,0.99911,24,24,24,24,191.9408,0.73405,68.4814,0.92116,24,24,24,24,24,24,24,24,137.6167,0.69261,0.16516,0.2347,0.35246,0.24768,0.25303,0.25303,0.16984,0.33622,0.054067,0.011262,0.0061309,0.020838,0.011632,#N/A
m45s12p10c_090424,,24,101,0.24,0.0069812,0.68703,10.1518,0.040491,8.6741,0.4799,22.0056,0.81515,176.816,1.8759,177.4354,1.488,7.9886,0.86276,7.9886,0.86276,24,24,24,24,202.4711,0.67172,69.4297,0.86721,24,24,24,24,24,24,24,24,142.9725,0.5927,0.1772,0.2941,0.24762,0.28108,0.25303,0.21144,0.33622,0.21144,0.051146,0.0087589,0.011407,0.015129,0.028166,#N/A
